strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
1131,בִּנּוּי,H,1129+בנה,vient de H1129,,N_N-M-P,Binnuï,"Binnuï = ""construit""<br>1) un exilé qui revint avec Zorobabel, fils de Hénadad, qui aida àla réparation du mur de Jérusalem, sous Néhémie<br>2) un Lévite au temps d'Esdras, père de Noadia<br>3) un autre Lévite du temps d'Esdras, qui prit une épouse étrangère<br>4) puis encore un autre",binnūy,
1132,בֶּן־זוֹחֵת,H,1121+בן|2105+זוחת,vient De H1121 et H2105,,N_N-M-P,Ben-Zocheth,"Ben-Zocheth = ""fils de Zocheth""<br>1) une tribu de Juda",ben-zōḥēt,
1133,בֶּן־חוּר,H,1121+בן|2354+חור,vient De H1121 et H2353,,N_N-M-P,fils de Hur,"Fils de Hur : Ben-Hur = ""fils de blancheur""<br>1) intendant de Salomon à la Montagne d'Ephraïm",ben-ḥūr,
1134,בֶּן־חַ֫יִל,H,1121+בן|2428+חיל,vient De H1121 et H2428,,N_N-M-P,Ben-Haïl,"Ben-Haïl = ""fils de la force"", ""vertueux""<br>1) un chef (prince) sous Josaphat",ben-ḥayil,
1135,בֶּן־חָנָן,H,1121+בן|2605+חנן,vient De H1121 et H2605,,N_N-M-P,Ben-Hanan,"Ben-Hanan = ""fils de la faveur"", ""fils d'un homme bienveillant""<br>1) fils de Simon, inscrit avec la tribu de Juda",ben-ḥānān,
1136,בֶּן־חֶ֫סֶד,H,1121+בן|2617+חסד,vient De H1121 et H2617,,N_N-M-P,le fils de Hésed,"Ben-Hésed: ""fils de Hésed""Hésed: ""miséricorde""<br>1) un intendant de Salomon",ben-ḥesed,
1137,בָּנִי,H,1129+בנה,vient de H1129,,N_N-M-P,Bani,"Bani = ""bâti""<br>1) homme de Gad, un des vaillants hommes de David<br>2) Lévite de la lignée de Merari, et ancêtre d'Ethan<br>3) un homme de Juda de la lignée de Pérets<br>4) ""enfants de Bani"" de retour de captivité avec Zorobabel<br>5) un ou plus des trois Lévites du temps de Néhémie",bānī,
1138,בֻּנִּי,H,1129+בנה,vient de H1129,,N_N-M-P,Bunni,"Bunni = ""bâti, érigé ""<br>1) Lévite du temps de Néhémie<br>2) un autre Lévite à une date ultérieure",bunnī,
1139,בְּנֵי־בְרַק,H,1121+בן|1300+ברק,vient du pluriel De H1121 et H1300,,N_N--L,Bené-Berak,"Bené-Berak = ""fils de Berak"", ""fils des éclairs""<br>1) ville de Dan",bᵊnē-vᵊraq,
1140,בִּנְיָה,H,1129+בנה,vient de H1129,,N-F,bâtiment,"1) structure, bâtiment, construction",binyā,
1141,בְּנָיָ֫הוּ,H,1129+בנה|3050+יה,vient De H1129 et H3050,,N_N-M-P,Benaja,"Benaja = ""l'éternel a bâti""<br>1) un des héros de David, fils de Jehojada le souverain sacrificateurfidèle à Salomon contre Adonija, élevé ensuite à la fonction decommandant en chef de l'armée<br>2) un Ephraïmite, un des héros de David, capitaine du rang du 11èmemois<br>3) un Siméonite, prince des familles de Siméon<br>4) Lévite qui jouait sur un psaltérion sur Alamoth du temps de David<br>5) sacrificateur du temps de David qui sonnait de la trompette devant l'arche<br>6) Lévite des fils d'Asaph<br>7) un Lévite du temps d'Ezéchias<br>8) 4 Israélites du temps d'Esdras qui avaient des épouses étrangères<br>9) le père de Pelathia",bᵊnāyāhū,
1142,בְּנֵי יַעֲקָ֑ן,H,1121+בן|3292+יעקן,vient du pluriel De H1121 et H3292,,N_N--L,Bené-Jaakan,"Bené-Jaakan = ""fils de Jaakan"", ""fils de celui qui tord""<br>1) un des campements des Israélites au désert (le même que <a href=""strong-hebreu-885.html"" title=""Strong hébreu 0885"">0885</a>)",bᵊnē yaʿăqān,
1143,בֵּנַיִם,H,996+בין,doublage de H996,,N-M,un homme,"1) entre, espace entre deux armées<br>  1a) l'homme qui est dans cet espace, ex: Goliath, le champion",bēnayim,
1144,בִּנְיָמִין,H,1121+בן|3225+ימין,vient De H1121 et H3225,,N_N-M-P,Benjamin,"Benjamin = ""fils de ma main droite"", ""fils de félicité ""<br>1) plus jeune fils de Jacob et Rachel, frère de Joseph<br>2) fils de Bilhan, descendant de Benjamin<br>3) Benjamite, un des fils de Harim, au temps d'Esdras, qui avait prisune épouse étrangère<br>4) la tribu venant de Benjamin, le fils de Jacob",binyāmīn,
1145,בֶּן־יְמִינִי,H,1144+בנימין,(1 Samuel 9.1),,N_N--PG,Benjamite,1) celui de la tribu de Benjamin,ben-yᵊmīnī,
1146,בִּנְיָן,H,1129+בנה,vient de H1129,,N-M,bâtiment,"1) mur, structure, bâtiment",binyān,
1147,בִּנְיָן,A,1146+בנין,(araméen) correspondant à H1146,,N-M,édifice,"1) un bâtiment, un édifice, une construction",binyān,
1148,בְּנִ֑ינוּ,H,1121+בן,vient probablement De H1121 avec pron.,,N_N-M-P,Beninu,"Beninu = ""notre fils""<br>1) Lévite revenant de l'exil, qui scella l'alliance avec Néhémie",bᵊnīnū,
1149,בְּנַס,A,,(araméen) affinité incertaine,,V,se mit en colère,1) être en colère,bᵊnas,
1150,בִּנְעָא,H,,dérivation incertaine,,N_N-M-P,Binea,"Binea = ""fontaine"", ""qui jaillit""<br>1) un descendant de Jonathan",binʿāʾ,
1151,בֶּן־עַמִּי,H,1121+בן|5971+עם,vient De H1121 et H5971,,N_N-M-P,Ben-Ammi,"Ben-Ammi ( Ben-ami) = ""fils de mon peuple""<br>1) fils de Lot, né de sa seconde fille, fondateur des Ammonites",ben-ʿammī,
1152,בְּסוֹדְיָ֑ה,H,5475+סוד|3050+יה,vient De H5475 et H3050,,N_N-M-P,Besodia,"Besodia = ""familier de l'Eternel"" = ""dans le secret du Seigneur""<br>1) père de l'un des réparateurs du mur de Jérusalem au temps de Néhémie",bᵊsōdᵊyā,
1153,בֵּסַי,H,947+בוס,vient de H947,,N_N-M-P,Bésaï,"Bésaï = ""mon piétinement""<br>1) esclave du temple (ou groupe) qui revint avec Zorobabel",bēsay,
1154,בֶּסֶר,H,,vient d'une racine du sens d'être aigre,,N-M,fruits encore verts,"1) grappes non mûres, raisins verts",beser,
1155,בֹּ֫סֶר,H,1154+בסר,vient du même mot que H1154,,N-M,raisins verts,"1) grappes non mûres, raisins verts",bōser,
1156,בְּעָא,A,1158+בעה,(araméen) correspondant à H1158,,V,chercher,"1) demander à, chercher, requête, désirer, prier<br>  1a) demander, rechercher une faveur",bᵊʿāʾ,
1157,בַּ֫עַד,H,5704+עד,vient De H5704 avec préfixe,,PREP,pour,"1) derrière, à travers, autour, à côté de, loin de, auprès de",baʿad,
1158,בָּעָה,H,,une racine primaire,,V,interroger,"1) chercher, gonfler, cause d'un gonflement, bouillonner, s'enquérir<br>  1a) (chercher, interroger<br>  1b) être cherché, bouillonnant",bāʿā,
1159,בָּעוּ,A,1156+בעא בעה,(araméen) vient de H1152,,N-F,prière,"1) pétition, requête<br>2) prière (toujours dans la liturgie Juive)",bāʿū,
1160,בְּעוֹר,H,1197+בער,vient De H1197 (sens de brûler),,N_N-M-P,Beor,"Beor = ""brûlant, flambeau""<br>1) père de Balaam (Nombres 22.5) (Bosor dans 2 Pierre 2.15)<br>2) père de Béla, roi d'Edom",bᵊʿōr,
1161,בִּעוּתִים,H,1204+בעת,vient de H1204,,N-M,terreurs,"1) terreurs, alarmes (occasionnées par Dieu)",biʿūtīm,
1162,בֹּ֫עַז,H,,vient d'une racine au sens incertain,,N_N-M-P,Boaz,"Boaz = ""en lui est la force""<br>1) ancêtre de David, parent-racheteur de Ruth, belle-fille de Naomi<br>2) nom du pilier gauche de deux colonnes, haut de 18 coudées, érigédans le portique du temple de Salomon",bōʿaz,
1163,בָּעַט,H,,une racine primaire,,V,regimber,1) donner un coup de pied à<br>  1a) désirer (figuré),bāʿaṭ,
1164,בְּעִי,H,1158+בעה,vient de H1158,,N-M,périr,"1) ruine, tas de ruines<br>2) tombe, mort",bᵊʿī,
1165,בְּעִיר,H,1197+בער,vient De H1197 (sens de manger),,N-M,bétail,"1) bêtes, bétail, bestiaux",bᵊʿīr,
1166,בָּעַל,H,,une racine primaire,,V,mari,"1) épouser, dominer, posséder<br>  1a) être le seigneur (l'époux), diriger<br>  1b) être marié",bāʿal,
1167,בַּעַל,H,1166+בעל,vient de H1166,,N-M,habitant,"1) possesseur, mari, seigneur<br>  1a) citoyens, habitants<br>  1b) maîtres, seigneurs<br>  1c) (ce qui caractérise: le faiseur de songes (maître des rêves)<br>  1d) seigneur (utilisé pour les dieux étrangers)",baʿal,
1168,בַּעַל,H,1167+בעל,même mot que H1167,"בַּ֫עַל, בַּעַל",N_N-M-T|N_N-M-P;N_N--L,Baal,"Baal = ""maître, possesseur, Seigneur""<br>1) suprême divinité mâle des Phéniciens ou Cananéens<br>2) un Rubénite<br>3) le fils de Jeïel et grand-père de Saïl<br>n pr loc 4) ville de Siméon, probablement identique à Baalath-Beer",baʿal,m
1169,בְּעֵל,A,1167+בעל,(araméen) correspondant à H1167,,N-M,gouverneur,"1) propriétaire, possesseur, seigneur",bᵊʿēl,
1170,בַּעַל בְּרִית,H,1168+בעל|1285+ברית,vient De H1168 et H1285,,N_N-M-T,Baal-Berith,"Baal-Berith = ""seigneur de l'alliance""<br>1) un dieu des Philistins",baʿal bᵊrīt,
1171,בַּ֫עַל גָּד,H,1168+בעל|1409+גד,vient De H1168 et H1409,,N_N--L,Baal-Gad,"Baal-Gad = ""seigneur de richesse""<br>1) ville indiquée pour son culte à Baal, située tout à fait au nord ou au nord-ouest de la région des victoires de Josué",baʿal gād,
1172,בַּעֲלָה,H,1167+בעל,vient de de H1167,,N-F,maîtresse,"1) maîtresse, propriétaire femme<br>2) sorcière, enchanteresse (substantif)",baʿălā,
1173,בַּעֲלָה,H,1172+בעלה,même mot que H1172,,N_N--L,Baala,"Baala = ""maîtresse""<br>1) un autre nom de Kirjath-Jearim ou Kirjath-Baal<br>2) ville dans le sud de Juda, appelée aussi Bilha",baʿălā,
1174,בַּ֫עַל הָמוֹן,H,1167+בעל|1995+המון המון,vient De H1167 et H1995,,N_N--L,Baal-Hamon,"Baal-Hamon = ""seigneur (possesseur) de l'abondance""<br>1) le lieu de la vigne de Salomon",baʿal hāmōn,
1175,בְּעָלוֹת,H,1172+בעלה,pluriel de H1172,,N_N--L,Bealoth,"Bealoth (Angl: Baalath, Aloth) = ""fournissant du lait""<br>1) ville du sud de Juda",bᵊʿālōt,
1176,בַּעַל זְבוּב,H,1168+בעל|2070+זְבוב,vient De H1168 et H2070,,N_N-M-T,Baal-Zebub,"Baal-Zebub = ""seigneur des mouches""<br>1) une divinité des Philistins adorée à Ekron",baʿal zᵊvūv,
1177,בַּ֫עַל חָנָן,H,1167+בעל|2603+חנן,vient De H1167 et H2603,,N_N-M-P,Baal-Hanan,"Baal-Hanan = ""seigneur de compassion""<br>1) un très ancien roi d'Edom<br>2) un des intendants de David, de Guéder, qui était responsable desoliviers et des plantations de sycomores",baʿal ḥānān,
1178,בַּ֫עַל חָצוֹר,H,1167+בעל|2691+חצר,vient De H1167 et d'une modification de H2691,,N_N--L,Baal-Hatsor,"Baal-Hatsor = ""seigneur du village""<br>1) ville sur la frontière entre éphraïm et Benjamin, où devait setrouver une bergerie d'Absalom, et lieu du meurtre d'Amnon",baʿal ḥāṣōr,
1179,בַּ֫עַל חֶרְמוֹן,H,1167+בעל|2768+חרמון,vient De H1167 et H2768,,N_N--L,Baal-Hermon,"Baal-Hermon ou Baal-Chermon = ""seigneur de la montagne""<br>1) ville proche ou sur le Mont Hermon, indiquée comme lieu de culte àBaal",baʿal ḥermōn,
1180,בַּעֲלִי,H,1167+בעל,vient De H1167 avec pron. suff.,,N_N-M-T,Mon Maître,"Baali: ""mon seigneur, mon maître""<br>1) divinité du royaume du nord, variante du nom ""Baal""",baʿălī,
1181,בַּעֲלֵי בָּמוֹת,H,1168+בעל|1116+במה,vient du pluriel De H1168 et du pluriel de H1116,,N_N--LG,les habitants des hauteurs,"Baale-Hamoth: ""les seigneurs des hauts lieux""<br>1) le peuple de l'Arnon, à l'est du Jourdain",baʿălē bāmōt,
1182,בְּעֶלְיָדָע,H,1168+בעל|3045+ידע,vient De H1168 et H3045,,N_N-M-P,Beéliada,"Beéliada = ""le Seigneur a connu""<br>1) un fils de David, né à Jérusalem, ailleurs nommé 'éliada'",bᵊʿelyādāʿ,
1183,בַּעַלְיָה,H,1167+בעל|3050+יה,vient De H1167 et H3050,,N_N-M-P,Bealia,"Bealia = ""l'éternel est maître""<br>1) Benjamite qui vint vers David à Tsiklag et fut l'un de ses vaillantsguerriers",baʿalyā,
1184,בַּעֲלֵי יְהוּדָה,H,1167+בעל|3063+יְהודה,vient du pluriel De H1167 et H3063,,N_N--L,Baalé-Juda,"Baalé-Juda = ""les seigneurs de Juda""<br>1) un lieu de Juda, voué à Baal, appelé aussi Kirjath-Jearim, Kirjath-Baal",baʿălē yᵊhūdā,
1185,בַּעֲלִיס,H,5965+עלס,vient probablement d'un dérivé De H5965 avec préfixe,,N_N-M-P,Baalis,"Baalis = ""seigneur de la bannière"", ""seigneur d'exultation""<br>1) roi des Ammonites au temps de la destruction de Jérusalem par Nebucadnetsar",baʿălīs,
1186,בַּ֫עַל מְעוֹן,H,1168+בעל|4583+מעון מעין,vient De H1168 et H4583,,N_N--L,Baal-Meon,"Baal-Meon = ""seigneur de l'habitation""<br>1) ville de Ruben, mentionnée en liaison avec Nebo, et au tempsd'ézéchiel avec Moab",baʿal mᵊʿōn,
1187,בַּ֫עַל פְּעוֹר,H,1168+בעל|6465+פעור,vient De H1168 et H6465,,N_N-M-T,Baal-Peor,"Baal-Peor = ""seigneur de la brèche""<br>1) divinité adorée à Peor avec probablement des rites licencieux",baʿal pᵊʿōr,
1188,בַּ֫עַל פְּרָצִים,H,1167+בעל|6556+פרץ,vient De H1167 et du pluriel de H6556,,N_N--L,Baal-Peratsim,"Baal-Peratsim = ""seigneur des brèches""<br>1) lieu d'une victoire de David sur les Philistins, et de la grandedestruction de leurs images d'idoles; également ""Mont Peratsim""",baʿal pᵊrāṣīm,
1189,בַּ֫עַל צְפוֹן,H,1168+בעל|6828+צפון צפון,vient De H1168 et H6828,,N_N--L,Baal-Tsephon,"Baal-Tsephon = ""seigneur du nord""<br>1) lieu en égypte près de la Mer Rouge, où Pharaon et son armée furentdétruits lors de l'Exode",baʿal ṣᵊfōn,
1190,בַּ֫עַל שָׁלִשָׁה,H,1168+בעל|8031+שׁלשׁה,vient De H1168 et H8031,,N_N--L,Baal-Schalischa,"Baal-Schalischa = ""seigneur du tiers""<br>1) un lieu en Ephraïm près de Guilgal",baʿal šālišā,
1191,בַּעֲלָת,H,1172+בעלה,une modification de H1172,,N_N--L,Baalath,"Baalath = ""maîtresse""<br>1) village de Dan",baʿălāt,
1192,בַּעֲלַת בְּאֵר,H,1172+בעלה|875+באר,vient De H1172 et H875,,N_N--L,Baalath-Beer,"Baalath-Beer = ""maîtresse du puits""<br>1) ville de la partie sud de Juda, donnée à Siméon, qui portait aussile nom de 'Ramath (du midi)'",baʿălat bᵊʾēr,
1193,בַּ֫עַל תָּמָר,H,1167+בעל|8558+תמר,vient De H1167 et H8558,,N_N--L,Baal-Thamar,"Baal-Thamar = ""seigneur des palmiers""<br>1) un lieu proche de Guibea en Benjamin",baʿal tāmār,
1194,בְּעֹן,H,1010+בית בעל מעון בית מעון,probablement une contraction de H1010,,N_N--L,Beon,"Beon = ""maison d'habitation""<br>1) un lieu ou ville de Ruben",bᵊʿōn,
1195,בַּעֲנָא,H,1196+בענה,même mot que H1196,,N_N-M-P,Baana,"Baana = ""dans la tristesse""<br>1) le fils d'Achilud, intendant de Salomon en Jizreel et au nord dela vallée du Jourdain<br>2) un autre commissaire de Salomon<br>3) père de Tsadok qui aida à la reconstruction de mur de Jérusalemsous Néhémie",baʿănāʾ,
1196,בַּעֲנָה,H,6031+ענה,vient d'un dérivé De H6031 avec préfixe,,N_N-M-P,Baana,"Baana = ""dans la tristesse""<br>1) Benjamite, fils de Rimmon, qui, avec son frère Récab assassina Isch-boscheth. Suite à ce meurtre, il fut tué par David, mutilé etson corps au bord de l'étang d'Hébron<br>2) homme de Netopha, père de Héleb ou Héled, un des vaillants hommesde David<br>3) chef d'une famille d'exilés de retour avec Zorobabel<br>4) un chef du peuple",baʿănā,
1197,בָּעַר,H,,une racine primaire,"בָּעַר, בָּעַר",V,brûler,"1) brûler, consumer, allumer, être allumé<br>  1a) commencer à brûler<br>     1a1) colère de l'éternel, colère humaine (figuré)v denom<br>2) être stupide, abruti, barbare<br>  2a) brouter, paître",bāʿar,m
1198,בַּ֫עַר,H,1197+בער,vient de H1197,,N-M,stupide,"1) abrutissement, stupidité, personne abrutie",baʿar,
1199,בַּעֲרָא,H,1198+בער,vient de H1198,,N_N-F-P,Baara,"Baara = ""stupide"", ""qui brûle""<br>1) une des épouses de Schacharaïm, Benjamite",baʿărāʾ,
1200,בְּעֵרָה,H,1197+בער,vient de H1197,,N-F,incendie,"1) incendie, feu",bᵊʿērā,
1201,בַּעְשָׁא,H,,vient d'une racine du sens de puer,,N_N-M-P,Baescha,"Baescha = ""méchant""<br>1) troisième roi du royaume du nord d'Israël et fondateur de laseconde dynastie après avoir tué le second roi, Nadab",baʿšāʾ,
1202,בַּעֲשֵׂיָה,H,6213+עשׂה|3050+יה,vient De H6213 et H3050 avec préfixe,,N_N-M-P,Baaséja,"Baaséja= ""au service de l'éternel""<br>1) Lévite de Guerschon, un des ancêtres d'Asaph le chanteur",baʿăśēyā,
1203,בְּעֶשְׁתְּרָה,H,6251+עשׁתרה|6252+עשׁתרות עשׁתרות,vient De H6251 (singulier de H6252) avec préfixe,,N_N--L,Beeschthra,"Beeschthra = ""avec accroissement"" = ""temple d'Astarté ""<br>1) ville Lévitique de Manassé, à l'est du Jourdain",bᵊʿeštᵊrā,
1204,בָּעַת,H,,une racine primaire,,V,effrayer,"1) terrifier, effrayer, consternation, être pris d'une soudaine terreur, être terrifié",bāʿat,
1205,בְּעָתָה,H,1204+בעת,vient de H1204,,N-F,terreur,"1) terreur, malheur, consternation, frayeur",bᵊʿātā,
1206,בֹּץ,H,948+בוץ,probablement le même que H948,,N-M,la boue,"1) boue, bourbier",bōṣ,
1207,בִּצָּה,H,1206+בוץ,intensif de H1206,,N-F,marais,"1) marais, marécage, bourbier",biṣṣā,
1208,בָּצוֹר,H,1219+בצר,vient de H1219,,N-M,inaccessible,1) vendange<br>2) (CLBL) inaccessible,bāṣōr,
1209,בֵּצָ֑י,H,1153+בסי,peut-être le même que H1153,,N_N-M-P,Betsaï,"Betsaï = ""conquérant""<br>1) un chef des exilés de retour au temps d'Esdras",bēṣāy,
1210,בָּצִיר,H,1219+בצר,vient de H1219,,N-M,vendange,1) vendange,bāṣīr,
1211,בָּצָל,H,,vient d'une racine au sens apparent de peler,,N-M,oignons,1) oignon,bāṣāl,
1212,בְּצַלְאֵל,H,6738+צל|410+אל,vient probablement de H6738 et H410 + préfixe de préposition,,N_N-M-P,Betsaleel,"Betsaleel (Angl.: Bezaleel) = « à l'ombre », « sous la protection de Dieu »<br>1) fils d'Huri et descendant de Hur; artisan habile dans tous les métiers du métal, du bois, et l'un des architectes du tabernacle<br>2) Israélite, un des fils de Pachath-Moab qui du temps d'Esdras avait une épouse étrangère",bᵊṣalʾēl,
1213,בַּצְלוּת,H,1211+בצל,vient du même mot que H1211,,N_N-M-P,Batsluth,"Batsluth = ""dépouillant"", ""nudité ""<br>1) chef de famille de l'exil de retour avec Zorobabel",baṣlūt,
1214,בָּצַע,H,,une racine primaire,,V,achever,"1) couper, briser, gagner par une violence injuste, prendre, finir, être avide, être gourmand, cupide<br>  1a) arrêter, séparer, accomplir",bāṣaʿ,
1215,בֶּ֫צַע,H,1214+בצע,vient de H1214,,N-M,gagner,"1) profit, gain injuste, profit acquit par la violence",beṣaʿ,
1216,בָּצֵק,H,,une racine primaire,,V,enfler,"1) gonfler, enfler",bāṣēq,
1217,בָּצֵק,H,1216+בצק,vient de H1216,,N-M,pâte,1) pâte (sans levain),bāṣēq,
1218,בׇּצְקַת,H,1216+בצק,vient de H1216,,N_N--L,Botskath,"Botskath = ""hauteur rocheuse""<br>1) ville de Juda dans les plaines vers les Philistins, demeure de lamère de Josias",boṣqat,
1219,בָּצַר,H,,une racine primaire,,V,empêcher,"1) recueillir, contenir, enclore, fortifier, rendre inaccessible, <br>  1a) coupé, fortifié, rendu inaccessible<br>     1a1) secrets, mystères, choses inaccessibles",bāṣar,
1220,בֶּ֫צֶר,H,1219+בצר,vient de H1219,,N-M,l'or,"1) or, minerai précieux",beṣer,
1221,בֶּ֫צֶר,H,1220+בצר,même mot que H1220,,N_N-M-P;N_N--L,Betser,"Betser = ""minerai d'or"" ou ""forteresse éloignée""<br>1) fils de Tsophach, un des chefs de la maison d'Aser<br>n pr loc 2) ville de refuge en Ruben à l'est du Jourdain",beṣer,
1222,בְּצַר,H,1220+בצר,une autre forme de H1220,,N-M,or,"1) minerai précieux, or",bᵊṣar,
1223,בׇּצְרָה,H,1219+בצר,vient de H1219,,N-F,bergerie,"1) enclos, bergerie",boṣrā,
1224,בׇּצְרָה,H,1223+בצרה,même mot que H1223,,N_N--L,Botsra,"Botsra = ""enclos (à brebis), bercail, bergerie""<br>1) ville d'Edom<br>2) ville de Moab",boṣrā,
1225,בִּצָּרוֹן,H,1219+בצר,vient de H1219,,N-M,forteresse,1) forteresse,biṣṣārōn,
1226,בַּצֹּרֶת,H,1219+בצר,vient de H1219,,N-F,sécheresse,"1) disette, sécheresse, destitution",baṣṣōret,
1227,בַּקְבּוּק,H,1228+בקבוק,même mot que H1228,,N_N-M-P,Bakbuk,"Bakbuk = ""bouteille, burette""<br>1) chef d'une famille d'esclaves du temple de retour d'exil avec Zorobabel",baqbūq,
1228,בַּקְבֻּק,H,1238+בקק,vient de H1238,,N-M,vase,"1) gourde, bouteille, vase",baqbuq,
1229,בַּקְבֻּקְיָה,H,1228+בקבוק|3050+יה,vient De H1228 et H3050,,N_N-M-P,Bakbukia,"Bakbukia = ""vase de l'éternel""<br>1) Lévite du temps de Néhémie",baqbuqyā,
1230,בַּקְבַּקַּר,H,1239+בקר,duplication de H1239,,N_N-M-P,Bakbakkar,"Bakbakkar = « chercheur »<br>1) Lévite, apparemment descendant d'Asaph",baqbaqqar,
1231,בֻּקִּי,H,1238+בקק,vient de H1238,,N_N-M-P,Bukki,"Bukki = ""gaspillage""<br>1) fils d'Abischua et père de Uzzi, cinquième depuis Aaron dans lalignée des souverains sacrificateurs<br>2) fils de Jogli, prince de la tribu de Dan, un des dix hommeschoisis pour partager la terre de Canaan entre les tribus",buqqī,
1232,בֻּקִּיָּ֫הוּ,H,1238+בקק|3050+יה,vient De H1238 et H3050,,N_N-M-P,Bukkija,"Bukkiah = ""l'éternel a empli""<br>1) Lévite Kehathite, des fils d'Héman, un des musiciens dans le temple",buqqiyyāhū,
1233,בְּקִיעַ,H,1234+בקע,vient de H1234,,N-M,brèche,"1) fissure, brèche, fente",bᵊqīaʿ,
1234,בָּקַע,H,,une racine primaire,,V,jaillir,"1) fendre, diviser, rompre, briser, déchirer<br>  1a) être fendu, être partagé en deux<br>  1b) fendre, couper en morceaux<br>  1c) éclater, mettre en morceaux",bāqaʿ,
1235,בֶּ֫קַע,H,1234+בקע,vient de H1234,,N-M,demi-sicle,"1) demi, pièce appelée ""sicle du sanctuaire"" ou ""sicle saint""<br>2) demi-sicle. Il apparaît trois sicles différents: d'argent, d'or, de bronze Sujet non développé ici",beqaʿ,
1236,בִּקְעָא,A,1237+בקעה,(araméen) correspondant à H1237,,N-F,vallée,"1) plaine, vallée",biqʿāʾ,
1237,בִּקְעָה,H,1234+בקע,vient de H1234,,N-F,vallée,"1) vallée<br>2) plaine, vallée plate",biqʿā,
1238,בָּקַק,H,,une racine primaire,"בָּקַק, בָּקַק",V,disparaître,1) vider<br>  1a) rendre nul (figuré)<br>  1b) être vidé<br>  1c) dévaster,bāqaq,m
1239,בָּקַר,H,,une racine primaire,,V,rechercher,"1) chercher, s'enquérir, considérer<br>  1a) examiner, réfléchir",bāqar,
1240,בְּקַר,A,1239+בקר,(araméen) correspondant à H1239,,V,faire des recherches,"1) chercher, rechercher, s'enquérir<br>  1a) inspecter<br>  1b) faire que des recherches soient faites",bᵊqar,
1241,בָּקָר,H,1239+בקר,vient de H1239,,N-M,boeufs,"1) bétail, troupeau, boeufs<br>  1a) bétail (générique pluriel mais singulier de forme - coll)<br>  1b) troupeau (un particulier)<br>  1c) tête de bétail (individuellement)",bāqār,
1242,בֹּ֫קֶר,H,1239+בקר,vient de H1239,,N-M,matin,"1) matin, point du jour<br>  1a) matin<br>     1a1) fin de la nuit<br>     1a2) arrivée de l'aurore<br>     1a3) lever du soleil<br>     1a4) commencement du jour<br>     1a5) joie brillante après nuit de détresse (figuré)<br>  1b) demain, jour suivant, lendemain",bōqer,
1243,בַּקָּרָה,H,1239+בקר,intensif de H1239,,N-F,inspecte,"1) une recherche, un soin, s'inquiéter de",baqqārā,
1244,בִּקֹּ֫רֶת,H,1239+בקר,vient de H1239,,N-F,châtiés,"1) punition (après enquête judiciaire), compensation",biqqōret,
1245,בָּקַשׁ,H,,une racine primaire,,V,redemander,"1) chercher, exiger, désirer, faire une requête<br>  1a) chercher pour trouver, chercher à rassurer, chercher la face<br>  1b) désirer, demander, prier, interroger<br>  1c) être cherché, demandé, redemandé",bāqaš,
1246,בַּקָּשָׁה,H,1245+בקשׁ,vient de H1245,,N-M,demander,"1) requête, instance, pétition",baqqāšā,
1247,בַּר,A,1121+בן,(araméen) correspondant à H1121,,N-M,fils,1) fils,bar,
1248,בַּר,H,1247+בר,"mis pour un titre, vient de H1247",,N-M,fils,"1) fils, héritier",bar,
1249,בַּר,H,1305+ברר,vient De H1305 (dans ses sens variés),,A,pur,"1) pur, clair, sincère<br>2) propre, vide<br>adv 3) purement",bar,
1250,בַּר,H,1305+ברר,vient De H1305 (sens de vannage),"בָּר, בַּר",N-M,blé ,"1) grain, épi, blé",bar,m
1251,בַּר,A,1250+בר בר,(araméen) correspondant à H1250,,N-M,champs,1) champ,bar,
1252,בֹּר,H,1305+ברר,vient de H1305,,N-M,propreté,"1) propreté, pureté, innocence<br>2) savon, soude",bōr,
1253,בֹּר,H,1252+בור,même mot que H1252,,N-M,savon,"1) lessive, potasse, alcali, produits pour nettoyer, purifier",bōr,
1254,בָּרָא,H,,une racine primaire,"בָּרָא, בָּרָא",V,créer,"1) créer, former<br>  1a) former, façonner, créer (toujours avec Dieu comme sujet)<br>     1a1) le ciel, la terre, l'homme, les conditions, les circonstances, les transformations<br>  1b) être cré é<br>     1b1) le ciel et la terre, la naissance, les miracles<br>  1c) couper, abattre<br>2) être gras<br>  2a) se faire ou se laisser grossir",bārāʾ,m
1255,בְּרֹאדַךְ בַּלְאֲדָן,H,4757+מראודך בלאדן,variante de H4757,,N_N-M-P,Berodac-Baladan,"Berodac-Baladan = ""adorateur de Baal""<br>1) roi de Babylone à l'époque de Ezéchias",bᵊrōʾdax balʾădān,
1256,בְּרָאיָה,H,1254+ברא|8050+שְׁמואל,vient De H1254 et H8050,,N_N-M-P,Beraja,"Beraja = ""l'éternel a cré é ""<br>1) fils de Schimeï, un des chefs de Benjamin",bᵊrāʾyā,
1257,בַּרְבֻּרִים,H,1250+בר בר,duplication de H1250,,N-M,volailles,"1) (CLBL) volaille, oiseaux<br>2) (BDB/TWOT) oiseaux engraissés pour la table de Salomon",barburīm,
1258,בָּרַד,H,,racine primaire,,V,grêle, 1) grêler,bārad,
1259,בָּרָד,H,1258+ברד,vient de H1258,,N-M,grêle,1) grêle<br>  1a) du jugement de Dieu (figuré),bārād,
